ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
08CL,small_airport,Kistler Ranch Airport,37.85960007,-120.5540009,1025,NA,US,US-CA,Jamestown,08CL,,08CL
08CN,heliport,Tulare Motor Sports #1 Heliport,36.172031,-119.306181,270,NA,US,US-CA,Tulare,08CN,,08CN
08CO,small_airport,Terra Firma Airport,38.73249817,-104.0410004,5600,NA,US,US-CO,Rush,08CO,,08CO
08CT,seaplane_base,Seavair's Landing Seaplane Base,41.89599991,-73.0931015,881,NA,US,US-CT,Winsted,08CT,,08CT
08F,small_airport,City of Coalgate Airport,34.53179932,-96.23310089,615,NA,US,US-OK,Coalgate,08F,,08F
08FA,small_airport,Duda Airstrip,26.57979965,-81.48370361,35,NA,US,US-FL,La Belle,08FA,,08FA
08FD,small_airport,Sunniland Ranch Airport,27.36310005,-80.77279663,65,NA,US,US-FL,Okeechobee,08FD,,08FD
08FL,small_airport,J. H. Hendrie Farms Airport,27.08449936,-81.3286972,103,NA,US,US-FL,Lake Placid,08FL,,08FL
08G,heliport,Salt Fork Lodge Heliport,40.11090088,-81.52619934,960,NA,US,US-OH,Cambridge,08G,,08G
08GA,small_airport,Sapelo Island Airport,31.42580032,-81.2858963,12,NA,US,US-GA,Darien,08GA,,08GA
08ID,small_airport,Symms Airport,43.56930161,-116.7770004,2680,NA,US,US-ID,Marsing,08ID,,08ID
08II,heliport,Lagrange Hospital Heliport,41.64590073,-85.42639923,943,NA,US,US-IN,Lagrange,08II,,08II
08IL,small_airport,Harms Airstrip,41.57699966,-89.79399872,643,NA,US,US-IL,Tampico,08IL,,08IL
08IN,seaplane_base,Winona Lake Seaplane Base,41.223056,-85.830556,812,NA,US,US-IN,Winona Lake,08IN,,08IN
08IS,small_airport,Hemmer RLA Restricted Landing Area,37.97779846,-89.20290375,400,NA,US,US-IL,Du Quoin,08IS,,08IS
08KS,small_airport,Alderson Airport,39.03469849,-97.58000183,1250,NA,US,US-KS,Bennington,08KS,,08KS
08KY,small_airport,Boss Airport,36.97259903,-84.62609863,820,NA,US,US-KY,Burnside,08KY,,08KY
08LA,heliport,Air Oil Inc Nr 2 Heliport,29.95299911,-90.18260193,4,NA,US,US-LA,Harahan,08LA,,08LA
08LL,small_airport,Sauer Airport,41.07529831,-88.48919678,665,NA,US,US-IL,Dwight,08LL,,08LL
08LS,small_airport,Aeleron Airport,30.40360069,-92.02359772,51,NA,US,US-LA,Grand Coteau,08LS,,08LS
08MA,small_airport,Wormid Airport,42.29399872,-71.49620056,360,NA,US,US-MA,Southborough,08MA,,08MA
08MD,heliport,St Joseph Hospital Heliport,39.38830185,-76.61000061,470,NA,US,US-MD,Towson,08MD,,08MD
08ME,small_airport,Lindbergh Airport,44.81420135,-70.34529877,554,NA,US,US-ME,Avon,08ME,,08ME
08MI,heliport,Sparrow Hospital Heliport,42.73419952,-84.53659821,1019,NA,US,US-MI,Lansing,08MI,,08MI
08MN,seaplane_base,Christenson Point Seaplane Base,47.66939926,-93.05439758,1372,NA,US,US-MN,Chisholm/Hibbing,08MN,,08MN
08MO,small_airport,Twin Oaks Airport,37.39559937,-94.28379822,955,NA,US,US-MO,Jasper,08MO,,08MO
08MS,small_airport,Williams Field,34.66220093,-89.86830139,345,NA,US,US-MS,Coldwater,08MS,,08MS
08MT,small_airport,Clark Airport,47.06389999,-108.8170013,3450,NA,US,US-MT,Grassrange,08MT,,08MT
08N,small_airport,Keller Brothers Airport,40.29180145,-76.32879639,550,NA,US,US-PA,Lebanon,08N,,08N
08NC,small_airport,Whiteheart Farm Airport,36.06760025,-80.46559906,750,NA,US,US-NC,Lewisville,08NC,,08NC
08ND,small_airport,Brecht Strip,47.32310104,-102.0979996,1990,NA,US,US-ND,Golden Valley,08ND,,08ND
08NE,small_airport,Laurel Municipal Airport,42.43170166,-97.07949829,1467,NA,US,US-NE,Laurel,08NE,,08NE
08NH,heliport,Memorial Hospital Heliport,44.06129837,-71.13580322,574,NA,US,US-NH,North Conway,08NH,,08NH
08NJ,heliport,St Barnabas Medical Center Heliport,40.76259995,-74.30400085,429,NA,US,US-NJ,Livingston,08NJ,,08NJ
08NY,small_airport,Md1 Airport,41.36809921,-74.50559998,650,NA,US,US-NY,Middletown,08NY,,08NY
08OH,small_airport,Kenley Airport,41.29169846,-80.56369781,1230,NA,US,US-OH,Hartford,08OH,,08OH
08OK,small_airport,Parks Airport,34.93149948,-95.25830078,635,NA,US,US-OK,Wilburton,08OK,,08OK
08OR,small_airport,Saxon Sycan Airport,42.83929825,-121.1169968,4990,NA,US,US-OR,Silver Lake,08OR,,08OR
08PA,heliport,Pocono Raceway Heliport,41.0583992,-75.49960327,1812,NA,US,US-PA,Pocono Pines,08PA,,08PA
08PN,heliport,Thomson Heliport,40.04589844,-76.28079987,310,NA,US,US-PA,Lancaster,08PN,,08PN
08R,small_airport,Richmond Airport,41.48949814,-71.62059784,130,NA,US,US-RI,West Kingston,08R,,08R
08TA,heliport,Rancho Del Lago Heliport,29.95190048,-98.22450256,1208,NA,US,US-TX,Fischer,08TA,,08TA
08TE,small_airport,B. J. Mc Combs Sisterdale Airport,29.97599983,-98.74359894,1447,NA,US,US-TX,Comfort,08TE,,08TE
08TS,small_airport,Puesta Del Sol Airport,26.88780022,-98.50720215,420,NA,US,US-TX,La Gloria,08TS,,08TS
08TX,small_airport,Cross Wind Airport,32.85820007,-97.74749756,1040,NA,US,US-TX,Weatherford,08TX,,08TX
08U,small_airport,Stevens-Crosby Airport,41.51570129,-115.8600006,6397,NA,US,US-NV,North Fork,08U,,08U
08VA,small_airport,Springwood Airstrip,37.55400085,-79.74980164,1000,NA,US,US-VA,Buchanan,08VA,,08VA
08WA,heliport,Manchester Laboratory Heliport,47.57429886,-122.5479965,2,NA,US,US-WA,Manchester,08WA,,08WA
08WI,closed,Pierick Airport,43.04359818,-90.35510254,1225,NA,US,US-WI,Highland,08WI,,08WI
08XS,small_airport,Peterson Airport,29.10810089,-95.77749634,45,NA,US,US-TX,Old Ocean,08XS,,08XS
09AK,small_airport,West Beaver Airport,61.589361,-149.847333,228,NA,US,US-AK,Big Lake,09AK,,09AK
09AR,heliport,Magnolia Hospital Heliport,33.27320099,-93.23989868,310,NA,US,US-AR,Magnolia,09AR,,09AR
09AZ,small_airport,Stronghold Airport,31.9253006,-110.038002,4970,NA,US,US-AZ,St David,09AZ,,09AZ
09CA,heliport,Mee Memorial Hospital Heliport,36.20830154,-121.1320038,320,NA,US,US-CA,King City,09CA,,09CA
09CL,small_airport,Alta Sierra Airport,39.11380005,-121.0569992,2275,NA,US,US-CA,Grass Valley,09CL,,09CL
09CN,heliport,Tulare Motor Sports #2 Heliport,36.182556,-119.313572,272,NA,US,US-CA,Tulare,09CN,,09CN
09CO,small_airport,Cottonwood Field,38.05559921,-103.6529999,4180,NA,US,US-CO,Swink,09CO,,09CO
09FA,small_airport,Placid Lakes Airport,27.24559975,-81.4131012,130,NA,US,US-FL,Lake Placid,09FA,,09FA
09FD,small_airport,Cheryl-Lane Landings Airport,28.67110062,-82.08730316,71,NA,US,US-FL,Bushnell,09FD,,09FD
09FL,small_airport,Sunnybreeze Airport,27.05559921,-81.97059631,60,NA,US,US-FL,Arcadia,09FL,,09FL
09GA,small_airport,Sunbelt Strip,31.11129951,-83.68409729,230,NA,US,US-GA,Moultrie,09GA,,09GA
09I,seaplane_base,International Falls Seaplane Base,48.60580063,-93.3707962,1110,NA,US,US-MN,International Falls,09I,,09I
09IA,small_airport,Skydive Iowa Airport,41.74580002,-92.40930176,820,NA,US,US-IA,Brooklyn,09IA,,09IA
09ID,small_airport,Taylor Ranch Landing Area Airport,45.10390091,-114.8550034,3835,NA,US,US-ID,Moscow,09ID,,09ID
09II,small_airport,Gibbons Field,38.44729996,-86.44499969,880,NA,US,US-IN,Valeene,09II,,09II
09IL,heliport,Silver Cross Hospital Heliport,41.53639984,-88.05259705,610,NA,US,US-IL,Joliet,09IL,,09IL
09IN,small_airport,Gordon Airport,41.1208992,-85.42500305,850,NA,US,US-IN,Columbia City,09IN,,09IN
09IS,heliport,Swedish American Heliport,42.26499939,-89.07430267,874,NA,US,US-IL,Rockford,09IS,,09IS
09KS,small_airport,Coffman Airport,38.70700073,-95.13829803,970,NA,US,US-KS,Wellsville,09KS,,09KS
09KY,heliport,Baptist Hospital East Heliport,38.23899841,-85.63939667,531,NA,US,US-KY,Louisville,09KY,,09KY
09LA,heliport,Era Helicopters Fourchon Helibase Heliport,29.12330055,-90.2016983,2,NA,US,US-LA,Grand Isle,09LA,,09LA
09LL,small_airport,Pine Hill Airport,42.4681015,-88.74320221,1000,NA,US,US-IL,Capron,09LL,,09LL
09LS,heliport,West Feliciana Sheriff's Office Heliport,30.82439995,-91.38459778,181,NA,US,US-LA,St Francisville,09LS,,09LS
09MA,small_airport,Kallander Field,42.3042984,-71.50589752,403,NA,US,US-MA,Southborough,09MA,,09MA
09ME,small_airport,Perrotti Skyranch Airfield,43.34080124,-70.85469818,260,NA,US,US-ME,Berwick,09ME,,09ME
09MI,heliport,Michigan National Guard Headquarters Heliport,42.70809937,-84.56079865,842,NA,US,US-MI,Lansing,09MI,,09MI
09MN,small_airport,W Johnson Field,44.77999878,-95.66359711,1060,NA,US,US-MN,Hazel Run,09MN,,09MN
09MO,small_airport,Hogue Farm Airport,37.3783989,-93.36329651,1210,NA,US,US-MO,Willard,09MO,,09MO
09N,small_airport,Airhaven Airport,41.83259964,-73.87599945,450,NA,US,US-NY,Staatsburg,09N,,09N
09NC,small_airport,William Irving Lewis Airport,35.32929993,-79.02999878,310,NA,US,US-NC,Broadway,09NC,,09NC
09NE,small_airport,Summer Hill Farm Airport,41.33330154,-96.19360352,1250,NA,US,US-NE,Bennington,09NE,,09NE
09NJ,heliport,Stonebridge Farm Helistop,40.65370178,-74.68650055,100,NA,US,US-NJ,Somerville,09NJ,,09NJ
09NY,heliport,Spring Lake Fire Department Heliport,41.92890167,-74.04889679,254,NA,US,US-NY,Kingston,09NY,,09NY
09OK,small_airport,Ragtime Aerodrome,36.35449982,-95.86389923,700,NA,US,US-OK,Collinsville,09OK,,09OK
09OR,heliport,Mid-Columbia Medical Center Heliport,45.587235,-121.163827,487,NA,US,US-OR,The Dalles,09OR,,09OR
09PA,small_airport,Eagle Field,40.82699966,-77.98809814,1780,NA,US,US-PA,Port Matilda,09PA,,09PA
09PN,heliport,Hundley Residence Heliport,40.56200027,-75.1427002,480,NA,US,US-PA,Kintersville,09PN,,09PN
09S,small_airport,Sullivan Lake State Airport,48.84090042,-117.2839966,2614,NA,US,US-WA,Metaline Falls,09S,,09S
09TA,small_airport,Lazy G Bar Ranch Airport,33.28210068,-97.49700165,923,NA,US,US-TX,Decatur,09TA,,09TA
09TE,small_airport,Running M Ranch Airport,32.26679993,-97.86699677,787,NA,US,US-TX,Glen Rose,09TE,,09TE
09TN,heliport,Univ of Tennessee Medical Center Heliport,35.94169998,-83.94400024,924,NA,US,US-TN,Knoxville,09TN,,09TN
09TS,small_airport,Pitcock Rosillos Mountain Ranch Airport,29.48240089,-103.1650009,3100,NA,US,US-TX,Marathon,09TS,,09TS
09TX,small_airport,Smokey Mtn Ranch Airport,30.7390995,-102.0240021,2522,NA,US,US-TX,Sheffield,09TX,,09TX
09VA,small_airport,Alum Ridge STOLport,36.97650146,-80.49389648,2375,NA,US,US-VA,Floyd,09VA,,09VA
09VG,heliport,Augusta Medical Center Heliport,38.09080124,-78.98500061,1390,NA,US,US-VA,Fishersville,09VG,,09VG
09W,heliport,South Capitol Street Heliport,38.86869812,-77.00749969,10,NA,US,US-DC,Washington,09W,,09W
09WA,heliport,Holy Family Hospital Heliport,47.71039963,-117.4069977,2081,NA,US,US-WA,Spokane,09WA,,09WA
09WI,small_airport,Parkway Farm Strip,44.00360107,-91.30760193,705,NA,US,US-WI,Holmen,09WI,,09WI
09XS,heliport,Baptist Medical Center Heliport,29.43300056,-98.49220276,710,NA,US,US-TX,San Antonio,09XS,,09XS
09Y,seaplane_base,Wipline Seaplane Base,44.8166008,-93.01550293,687,NA,US,US-MN,Inver Grove Hgts,09Y,,09Y
0AK,small_airport,Pilot Station Airport,61.93460083,-162.8999939,305,NA,US,US-AK,Pilot Station,0AK,,0AK
0AK0,small_airport,Scotts Airport,64.39250183,-146.8619995,800,NA,US,US-AK,North Pole,0AK0,,0AK0
0AK1,small_airport,Anderson Lake Airport,61.6169014,-149.3220062,463,NA,US,US-AK,Wasilla,0AK1,,0AK1
0AK2,small_airport,Yentna Bend Strip,61.725556,-150.678611,81,NA,US,US-AK,Willow,0AK2,,0AK2
0AK3,small_airport,Parker Lake Airport,62.03590012,-150.4940033,250,NA,US,US-AK,Montana Creek,0AK3,,0AK3
0AK5,small_airport,Young Creek Airport,61.35649872,-142.7330017,1580,NA,US,US-AK,May Creek,0AK5,,0AK5
0AK6,small_airport,Victory Airport,61.80339813,-147.9440002,1800,NA,US,US-AK,Victory Bible Camp,0AK6,,0AK6
0AK7,small_airport,Bradley Lake Hydroelectri Project Airstrip,59.77610016,-150.9589996,18,NA,US,US-AK,Homer,0AK7,,0AK7
0AK8,heliport,Pollux Heliport,64.89579773,-147.496994,515,NA,US,US-AK,North Pole,0AK8,,0AK8
0AK9,small_airport,Falcon Lake Strip,61.33259964,-150.0590057,110,NA,US,US-AK,Point Mackenzie,0AK9,,0AK9
0AL0,heliport,Huntsville Field,34.68840027,-86.58889771,619,NA,US,US-AL,Huntsville,0AL0,,0AL0
0AL1,small_airport,Resort Airport,30.44389915,-87.6568985,97,NA,US,US-AL,Foley,0AL1,,0AL1
0AL2,heliport,Clay County Hospital Heliport,33.27500153,-85.83329773,1040,NA,US,US-AL,Ashland,0AL2,,0AL2
0AL3,heliport,Hospital Pad Heliport,31.43059921,-86.94029999,295,NA,US,US-AL,Evergreen,0AL3,,0AL3
0AL4,heliport,B.M.C. - De Kalb Heliport,34.44079971,-85.75640106,870,NA,US,US-AL,Fort Payne,0AL4,,0AL4
0AL5,small_airport,Flomaton Airport,31.03219986,-87.25279999,247,NA,US,US-AL,Flomaton,0AL5,,0AL5
0AL6,heliport,D.W. Mcmillian Memorial Hospital Heliport,31.12719917,-87.07330322,155,NA,US,US-AL,Brewton,0AL6,,0AL6
0AL7,heliport,Gadsden Regl Medical Center Heliport,34.00830078,-85.96530151,621,NA,US,US-AL,Gadsden,0AL7,,0AL7
0AL8,heliport,Brookwood Medical Center Heliport,33.46390152,-86.77310181,763,NA,US,US-AL,Birmingham,0AL8,,0AL8
0AL9,small_airport,Wilson Creek Airport,34.84999847,-87.63249969,590,NA,US,US-AL,Florence,0AL9,,0AL9
0AR0,heliport,Smh Heliport,36.18149948,-94.13710022,1352,NA,US,US-AR,Springdale,0AR0,,0AR0
0AR1,small_airport,Hooterville South Airport,35.09469986,-93.20200348,370,NA,US,US-AR,Centerville,0AR1,,0AR1
0AR2,small_airport,Mission Field-Marotti Memorial Airport,35.26679993,-90.35009766,217,NA,US,US-AR,Crawfordsville,0AR2,,0AR2
0AR3,small_airport,Taylor's Air Strip,35.89899826,-93.26100159,2160,NA,US,US-AR,Deer,0AR3,,0AR3
0AR4,heliport,Gravette Medical Center Hospital Heliport,36.40790176,-94.45690155,1251,NA,US,US-AR,Gravette,0AR4,,0AR4
0AR5,heliport,Rgnl Medical Center Heliport,35.83620071,-90.70179749,382,NA,US,US-AR,Jonesboro,0AR5,,0AR5
0AR6,heliport,Ami National Park Medical Center Heliport,34.48149872,-93.03099823,547,NA,US,US-AR,Hot Springs,0AR6,,0AR6
0AR7,small_airport,Yancopin Airport,33.95009995,-91.18119812,150,NA,US,US-AR,Watson,0AR7,,0AR7
0AR8,heliport,Howard Memorial Hospital Heliport,33.95009995,-93.85209656,549,NA,US,US-AR,Nashville,0AR8,,0AR8
0AR9,heliport,Eureka Springs Hospital Heliport,36.40010071,-93.74349976,1540,NA,US,US-AR,Eureka Springs,0AR9,,0AR9
0AZ0,heliport,Arizona Heart Hospital Heliport,33.48130035,-112.0400009,1161,NA,US,US-AZ,Phoenix,0AZ0,,0AZ0
0AZ1,small_airport,Taylor Field,32.30089951,-111.3239975,2130,NA,US,US-AZ,Marana,0AZ1,,0AZ1
0AZ2,small_airport,Western Sky Airport,33.77809906,-113.6419983,1930,NA,US,US-AZ,Salome,0AZ2,,0AZ2
0AZ4,small_airport,Flying Bucket Ranch Airport,32.9822998,-112.2870026,1505,NA,US,US-AZ,Mobile,0AZ4,,0AZ4
0AZ5,small_airport,Castle Well Airport,33.86589813,-112.6029968,2080,NA,US,US-AZ,Morristown,0AZ5,,0AZ5
0AZ6,heliport,St Joseph's Hospital Heliport,33.4817009,-112.0770035,1213,NA,US,US-AZ,Phoenix,0AZ6,,0AZ6
0AZ7,heliport,Sunstate Heliport,33.44369888,-111.9629974,1180,NA,US,US-AZ,Phoenix,0AZ7,,0AZ7
0B2,small_airport,Brewer Airport,44.76369858,-68.76779938,124,NA,US,US-ME,Brewer,0B2,,0B2
0B7,small_airport,Warren-Sugarbush Airport,44.11669922,-72.82710266,1470,NA,US,US-VT,Warren,0B7,,0B7
0C1,small_airport,Triple R Airport,39.4878006,-94.78050232,1000,NA,US,US-MO,Dearborn,0C1,,0C1
0C2,small_airport,Hinckley Airport,41.77090073,-88.70339966,760,NA,US,US-IL,Hinckley,0C2,,0C2
0C5,small_airport,Canadian Lakes Airport,43.57640076,-85.2806015,960,NA,US,US-MI,Mecosta,0C5,,0C5
0C7,small_airport,Grandpas' Farm Mendota Airport,41.52199936,-89.13259888,727,NA,US,US-IL,Mendota,0C7,,0C7
0C8,small_airport,Cushing Field Ltd Airport,41.51950073,-88.60559845,640,NA,US,US-IL,Newark,0C8,,0C8
0C9,heliport,Coach & Paddock Heliport,40.63819885,-74.97570038,320,NA,US,US-NJ,Clinton,0C9,,0C9
0CA0,heliport,Drew Medical Center Heliport,33.9233017,-118.2419968,180,NA,US,US-CA,Los Angeles,0CA0,,0CA0
0CA1,closed,Northside Airpark,34.98830032,-120.4580002,190,NA,US,US-CA,Santa Maria,,,
0CA2,heliport,Va Greater Los Angeles Health Care Center Heliport,34.04919815,-118.4560013,294,NA,US,US-CA,West Los Angeles,0CA2,,0CA2
0CA3,small_airport,Crawford Airport,34.58750153,-120.0130005,570,NA,US,US-CA,Santa Ynez,0CA3,,0CA3
0CA4,small_airport,Shepherd Ranch Airport,34.62220001,-120.0650024,660,NA,US,US-CA,Santa Ynez,0CA4,,0CA4
0CA5,small_airport,Hoffman Private Airport,33.14310074,-116.7450027,3100,NA,US,US-CA,Santa Ysabel,0CA5,,0CA5
0CA6,small_airport,Emory Ranch Airport,32.7494444,-116.0161111,480,NA,US,US-CA,Ocotillo,0CA6,,0CA6
0CA7,heliport,Boeing Seal Beach (Rooftop) Heliport,33.75699997,-118.0879974,158,NA,US,US-CA,Seal Beach,0CA7,,0CA7
0CA8,small_airport,Ward Ranch Airport,33.42779922,-116.8430023,2500,NA,US,US-CA,Aguanga,0CA8,,0CA8
0CA9,small_airport,Blech Ranch Airport,35.59500122,-120.3389969,1140,NA,US,US-CA,Shandon,0CA9,,0CA9
0CD0,heliport,Delta County Memorial Hospital Heliport,38.74079895,-108.052002,5000,NA,US,US-CO,Delta,0CD0,,0CD0
0CD1,heliport,Colorado Plains Medical Center Heliport,40.2610917,-103.7963389,4356,NA,US,US-CO,Fort Morgan,0CD1,,0CD1
0CD2,small_airport,Foxx Valley Airport,38.65250015,-104.2340012,5800,NA,US,US-CO,Yoder,0CD2,,0CD2
0CD3,heliport,Branch's Heliport,40.34799957,-104.5279999,4635,NA,US,US-CO,Kersey,0CD3,,0CD3
0CD4,heliport,Kauffman Heliport,40.14630127,-104.887001,5120,NA,US,US-CO,Denver,0CD4,,0CD4
0CD5,small_airport,Pinon Canyon Airport,37.4905014,-104.1439972,5686,NA,US,US-CO,Trinidad,0CD5,,0CD5
0CD6,heliport,Exempla Good Samaritan Heliport,39.97169876,-105.0849991,5204,NA,US,US-CO,Lafayette,0CD6,,0CD6
0CD7,small_airport,Fox Hole Airport,40.00469971,-105.0719986,5135,NA,US,US-CO,Lafayette,0CD7,,0CD7
0CD8,heliport,Prowers Medical Center Heliport,38.07109833,-102.6090012,3575,NA,US,US-CO,Lamar,0CD8,,0CD8
0CD9,heliport,Swedish S.W. Medical Heliport,39.60309982,-105.0910034,5563,NA,US,US-CO,Littleton,0CD9,,0CD9
0CL0,small_airport,Yosemite Hidden Lake Ranch Airport,37.11800003,-119.913002,500,NA,US,US-CA,Raymond,0CL0,,0CL0
0CL1,small_airport,Krey Field Airport,34.56940079,-117.5559998,3042,NA,US,US-CA,Adelanto,0CL1,,0CL1
0CL2,heliport,Parking Lot Heliport,32.59389877,-117.0849991,,NA,US,US-CA,Chula Vista,0CL2,,0CL2
0CL3,small_airport,John Nichol's Field Airport,32.6330986,-116.8929977,490,NA,US,US-CA,Chula Vista,0CL3,,0CL3
0CL4,heliport,Glen Fed Heliport,34.15719986,-118.2549973,770,NA,US,US-CA,Glendale,0CL4,,0CL4
0CL5,heliport,The Atrium Heliport,33.67060089,-117.8580017,46,NA,US,US-CA,Irvine,0CL5,,0CL5
0CL6,small_airport,Bohunk's Airpark,34.69469833,-118.2829971,2410,NA,US,US-CA,Lancaster,0CL6,,0CL6
0CL7,heliport,Good Samaritan Hospital Heliport,34.05450058,-118.2649994,473,NA,US,US-CA,Los Angeles,0CL7,,0CL7
0CL8,small_airport,Tera Ultralightport,35.59130096,-117.6340027,2510,NA,US,US-CA,Ridgecrest,0CL8,,0CL8
0CL9,heliport,Sce San Jacinto Valley Service Center Heliport,33.74110031,-117.151001,1482,NA,US,US-CA,Romoland,0CL9,,0CL9
0CO0,heliport,Longmont United Hospital Heliport,40.17890167,-105.1259995,5047,NA,US,US-CO,Longmont,0CO0,,0CO0
0CO1,small_airport,Dave's Airport,40.03329849,-105.1240005,5170,NA,US,US-CO,Louisville,0CO1,,0CO1
0CO2,small_airport,Buckhorn Ranch Airport,38.85189819,-106.93282,8980,NA,US,US-CO,Crested Butte,0CO2,CSE,0CO2
0CO3,small_airport,Greggs Nr 1 Airport,39.88940048,-104.5449982,5373,NA,US,US-CO,Bennett,0CO3,,0CO3
0CO4,heliport,Geo-Seis Helicopters Heliport,40.58990097,-105.0459976,4935,NA,US,US-CO,Fort Collins,0CO4,,0CO4
0CO5,small_airport,Chenoweth Airport,39.83330154,-103.5899963,4697,NA,US,US-CO,Last Chance,0CO5,,0CO5
0CO6,small_airport,Flying M & M Ranch Airport,38.2193985,-108.2129974,8000,NA,US,US-CO,Norwood,0CO6,,0CO6
0CO7,heliport,Century Helicopters Heliport,40.58549881,-105.0400009,4935,NA,US,US-CO,Fort Collins,0CO7,,0CO7
0CO8,small_airport,Cartwheel Airport,40.20830154,-105.0130005,5010,NA,US,US-CO,Mead,0CO8,,0CO8
0CO9,small_airport,Van Treese Airport,37.65829849,-106.0339966,7613,NA,US,US-CO,Monte Vista,0CO9,,0CO9
0CT0,heliport,Sharon Hospital Heliport,41.88119888,-73.48100281,640,NA,US,US-CT,Sharon,0CT0,,0CT0
0CT1,heliport,Bristol-Myers Squibb Company Heliport,41.48479843,-72.7562027,350,NA,US,US-CT,Wallingford,0CT1,,0CT1
0CT2,heliport,Windham Hospital Heliport,41.71699905,-72.22589874,330,NA,US,US-CT,Willimantic,0CT2,,0CT2
0CT3,heliport,N B G H Heliport,41.66159821,-72.78790283,431,NA,US,US-CT,New Britain,0CT3,,0CT3
0CT4,heliport,Burke Heliport,41.50619888,-72.93979645,400,NA,US,US-CT,Prospect,0CT4,,0CT4
0CT5,heliport,St Francis Hospital Heliport,41.7745018,-72.6989975,184,NA,US,US-CT,Hartford,0CT5,,0CT5
0CT6,heliport,Middletown Heliport,41.59680176,-72.70449829,113,NA,US,US-CT,Middletown,0CT6,,0CT6
0CT7,heliport,Bridgeport Hospital Heliport,41.18840027,-73.16619873,80,NA,US,US-CT,Bridgeport,0CT7,,0CT7
0CT8,heliport,Danbury Hospital Heliport,41.4056015,-73.44470215,510,NA,US,US-CT,Danbury,0CT8,,0CT8
0CT9,heliport,Hartford Hospital Heliport,41.75450134,-72.67870331,211,NA,US,US-CT,Hartford,0CT9,,0CT9
0D6,small_airport,Wilber Municipal Airport,40.47499847,-96.9878006,1400,NA,US,US-NE,Wilber,0D6,,0D6
0D7,small_airport,Ada Airport,40.79059982,-83.82910156,949,NA,US,US-OH,Ada,0D7,,0D7
0.00E+00,small_airport,Corydon Airport,40.75450134,-93.24130249,1020,NA,US,US-IA,Corydon,0.00E+00,,0.00E+00
0FA0,heliport,Doral Resort & Country Club Heliport,25.81290054,-80.33889771,6,NA,US,US-FL,Miami,0FA0,,0FA0
0FA1,small_airport,Frierson Grove Airport,27.30389977,-81.88040161,65,NA,US,US-FL,Arcadia,0FA1,,0FA1
0FA2,heliport,Doctors Memorial Hospital #2 Heliport,30.119753,-83.592732,57,NA,US,US-FL,Perry,0FA2,,0FA2
0FD0,small_airport,Big 'G' Airport,29.26749992,-81.23010254,40,NA,US,US-FL,Ormond Beach,0FD0,,0FD0
0FD1,heliport,Panhandle Helicopter Llc Heliport,30.21409988,-85.87220001,20,NA,US,US-FL,Panama City Beach,0FD1,,0FD1
0FD2,heliport,Dolphin Stadium Heliport,25.95999264,-80.2370026,8,NA,US,US-FL,Miami,0FD2,,0FD2
0FD3,small_airport,Dugger Field,30.49640083,-86.09380341,70,NA,US,US-FL,Freeport,0FD3,,0FD3
0FD4,heliport,Cloverleaf Farms Ii Inc. Heliport,29.3614006,-82.20819855,100,NA,US,US-FL,Reddick,0FD4,,0FD4
0FD5,small_airport,Breezy Knoll Airport,30.82019997,-86.3443985,235,NA,US,US-FL,Defuniak Springs,0FD5,,0FD5
0FD6,seaplane_base,Fulton Seaplane Base,27.90749931,-80.48639679,,NA,US,US-FL,Sebastian,0FD6,,0FD6
0FD9,small_airport,Joy Farms Airport,30.65209961,-86.10939789,290,NA,US,US-FL,Defuniak Springs,0FD9,,0FD9
0FL0,small_airport,Harper's Fly-In Ranch Airport,26.73060036,-81.16390228,30,NA,US,US-FL,Clewiston,0FL0,,0FL0
0FL1,small_airport,Thompson Airfield,29.98329926,-82.83560181,110,NA,US,US-FL,Branford,0FL1,,0FL1
0FL2,seaplane_base,Alligator Drink Seaplane Base,28.78779984,-81.16419983,19,NA,US,US-FL,Geneva,0FL2,,0FL2
0FL3,heliport,Old Town Ems Heliport,29.60280037,-82.98169708,25,NA,US,US-FL,Old Town,0FL3,,0FL3
0FL4,heliport,Jackson Heliport,30.70499992,-85.37830353,110,NA,US,US-FL,Alford,0FL4,,0FL4
0FL5,seaplane_base,Lake Conway South Seaplane Base,28.45859909,-81.34970093,80,NA,US,US-FL,Belle Isle,0FL5,,0FL5
0FL6,small_airport,Stanchester Airport,27.80590057,-82.14009857,94,NA,US,US-FL,Lithia,0FL6,,0FL6
0FL7,heliport,Wcpx Tv-6 Heliport,28.61030006,-81.41940308,114,NA,US,US-FL,Orlando,0FL7,,0FL7
0FL8,seaplane_base,Gary Gale Seaplane Base,30.19389915,-81.68190002,,NA,US,US-FL,Jacksonville,0FL8,,0FL8
0FL9,small_airport,Mc Daniel Ranch Inc. Airport,26.39389992,-81.02310181,18,NA,US,US-FL,Clewiston,0FL9,,0FL9
0G0,small_airport,North Buffalo Suburban Airport,43.10319901,-78.70330048,588,NA,US,US-NY,Lockport,0G0,,0G0
0G5,seaplane_base,Grand Marais/Cook County Seaplane Base,47.8263,-90.3835,1635,NA,US,US-MN,Grand Marais,0G5,,0G5
0GA0,small_airport,Halls Flying Ranch Airport,33.35620117,-84.36710358,800,NA,US,US-GA,Hampton,0GA0,,0GA0
